dataset	cohort_role	field	row_count	missing_or_unknown_count	missing_or_unknown_fraction	value_counts
H1-H6 positives + H7-H16 review	presumed_negative_review	sex_adjusted_copy_number	193	0	0.0	1.4044=1; 1.5338=1; 1.7678=1; 1.8544=1; 1.879=1; 1.8808=1; 1.8852=1; 1.8952=1; 1.9086=1; 1.9206=1; 1.9232=1; 1.9248=1; 1.9262=1; 1.9282=1; 1.932=1; 1.9346=1; 1.935=1; 1.9352=1; 1.9410000000000005=1; 1.9416=1; 1.9436=1; 1.945=1; 1.9454=1; 1.9476=1; 1.9528000000000003=1; 1.9582=1; 1.9592=1; 1.9608=1; 1.9672=1; 1.9698=1; 2.0222=1; 2.027=1; 2.0298=1; 2.0316=1; 2.032=1; 2.0334=1; 2.035=1; 2.0352=1; 2.0378=1; 2.0386=1; 2.039=1; 2.0392=1; 2.0398=1; 2.0404=1; 2.0408=1; 2.0426=1; 2.0446=1; 2.0454=1; 2.0462=1; 2.0466=1; 2.047=1; 2.0482=1; 2.0484=1; 2.0522=1; 2.0526=1; 2.054=1; 2.0556=1; 2.0568=1; 2.0572=1; 2.0574=1; 2.0578=2; 2.058=1; 2.0592=1; 2.062=1; 2.0636=1; 2.0638=1; 2.0642=1; 2.0644=1; 2.065=1; 2.0656=1; 2.0668=1; 2.0686=1; 2.0732=1; 2.0744=1; 2.0746=1; 2.078=1; 2.0784=1; 2.0824=1; 2.0836=1; 2.085=1; 2.086=1; 2.087=1; 2.0888=1; 2.0902=1; 2.0906=1; 2.0944=1; 2.0948=1; 2.096=1; 2.0966=1; 2.099=1; 2.0992=1; 2.1006=2; 2.1012=1; 2.103=1; 2.1094=1; 2.1106=2; 2.1118=1; 2.1144=1; 2.1192=1; 2.1206=2; 2.122=1; 2.1258=1; 2.1278=1; 2.129=1; 2.1298=1; 2.1376=1; 2.1378=1; 2.1386=1; 2.1394=1; 2.1414=1; 2.145=1; 2.1454=1; 2.1522=1; 2.1528=2; 2.1536=1; 2.1556=1; 2.1564=2; 2.1572=1; 2.1578=1; 2.1582=2; 2.1616=1; 2.1624=1; 2.1626=1; 2.163=1; 2.1636=1; 2.1646=1; 2.1668=1; 2.1678=1; 2.1744=1; 2.1746=1; 2.1756=1; 2.1794=1; 2.1842=1; 2.186=1; 2.1868=1; 2.1882=1; 2.1896=1; 2.19=1; 2.1938=1; 2.1944=1; 2.196=1; 2.1986=1; 2.199=1; 2.2052=1; 2.2058=1; 2.2126=1; 2.2134=1; 2.2148=1; 2.2174=1; 2.2178=1; 2.2204=2; 2.2244=1; 2.2394=1; 2.2482=1; 2.2542=1; 2.264=1; 2.2712=1; 2.2802=2; 2.2978=1; 2.299=1; 2.316=1; 2.3188=1; 2.3208=1; 2.3236=1; 2.3334=1; 2.337=1; 2.3506=1; 2.3534=1; 2.3554=1; 2.3616=1; 2.375=1; 2.3862=1; 2.3894=1; 2.392=1; 2.4134=1; 2.4148=1; 2.4154=1; 2.4414=1; 2.455=1; 2.4816=1; 2.5018=1; 2.5138=1; 2.5312=1; 2.556=1
H1-H6 positives + H7-H16 review	presumed_negative_review	mosaic_fraction_proxy	193	0	0.0	0.0222000000000002=1; 0.0269999999999996=1; 0.0297999999999998=1; 0.0302=1; 0.0316=1; 0.032=1; 0.0327999999999999=1; 0.0333999999999998=1; 0.0350000000000001=1; 0.0352000000000001=1; 0.0377999999999998=1; 0.0386000000000001=1; 0.0390000000000001=1; 0.0391999999999999=1; 0.0392000000000001=1; 0.0398=1; 0.0403999999999999=1; 0.0407999999999999=2; 0.0418=1; 0.0426000000000001=1; 0.0445999999999999=1; 0.0453999999999998=1; 0.0461999999999998=1; 0.0466000000000002=1; 0.0470000000000001=1; 0.0471999999999996=1; 0.0482=1; 0.0484=1; 0.0522=1; 0.0524=1; 0.0525999999999999=1; 0.0539999999999998=1; 0.0545999999999999=1; 0.0549999999999999=1; 0.0556=1; 0.0564=1; 0.0567999999999999=1; 0.0571999999999999=1; 0.0573999999999998=1; 0.0577999999999998=2; 0.0579999999999998=1; 0.0584=1; 0.0589999999999997=1; 0.0592000000000001=1; 0.0619999999999998=1; 0.0636000000000001=1; 0.0638=1; 0.0642=1; 0.0644=1; 0.0647999999999999=1; 0.0649999999999999=2; 0.0653999999999999=1; 0.0655999999999998=1; 0.0668000000000001=1; 0.068=1; 0.0686=1; 0.0718=1; 0.0731999999999999=1; 0.0738=1; 0.0743999999999998=1; 0.0746000000000002=1; 0.0751999999999999=1; 0.0767999999999997=1; 0.0779999999999998=1; 0.0783999999999998=1; 0.0793999999999999=1; 0.0823999999999998=1; 0.0836000000000001=1; 0.0849999999999999=1; 0.0859999999999998=1; 0.0870000000000001=1; 0.0887999999999999=1; 0.0901999999999998=1; 0.0905999999999997=1; 0.0913999999999999=1; 0.0943999999999998=1; 0.0948000000000002=1; 0.096=1; 0.0966=1; 0.0990000000000002=1; 0.0992000000000001=1; 0.1006=2; 0.1011999999999999=1; 0.1030000000000002=1; 0.1048=1; 0.1093999999999999=1; 0.1105999999999998=2; 0.1118000000000001=1; 0.1143999999999998=1; 0.1148=1; 0.1191999999999997=1; 0.1192000000000002=1; 0.1206=2; 0.121=1; 0.1219999999999998=1; 0.1257999999999999=1; 0.1278000000000001=1; 0.129=1; 0.1297999999999999=1; 0.1375999999999999=1; 0.1377999999999999=1; 0.1385999999999998=1; 0.1394000000000002=1; 0.1413999999999999=1; 0.145=1; 0.1453999999999999=1; 0.1455999999999999=1; 0.1522000000000001=1; 0.1528=2; 0.1535999999999999=1; 0.1556000000000001=1; 0.1564000000000001=2; 0.1572=1; 0.1577999999999999=1; 0.1581999999999999=2; 0.1615999999999999=1; 0.1623999999999998=1; 0.1625999999999998=1; 0.1629999999999998=1; 0.1636000000000002=1; 0.1646=1; 0.1667999999999998=1; 0.1678000000000001=1; 0.1743999999999999=1; 0.1745999999999998=1; 0.1756000000000002=1; 0.1794000000000002=1; 0.1842000000000001=1; 0.1859999999999999=1; 0.1867999999999998=1; 0.1882000000000001=1; 0.1896=1; 0.1899999999999999=1; 0.1937999999999999=1; 0.1943999999999999=1; 0.1960000000000001=1; 0.1985999999999999=1; 0.1989999999999998=1; 0.2052=1; 0.2057999999999999=1; 0.2126000000000001=1; 0.2134=1; 0.2147999999999998=1; 0.2174=1; 0.2178=1; 0.2204000000000001=2; 0.2243999999999997=1; 0.2321999999999999=1; 0.2393999999999998=1; 0.2482000000000002=1; 0.2542=1; 0.2640000000000002=1; 0.2711999999999999=1; 0.2801999999999998=2; 0.2978=1; 0.2989999999999999=1; 0.3159999999999998=1; 0.3188=1; 0.3208000000000002=1; 0.3235999999999999=1; 0.3334000000000001=1; 0.3370000000000002=1; 0.3506=1; 0.3534000000000001=1; 0.3553999999999999=1; 0.3615999999999997=1; 0.375=1; 0.3862000000000001=1; 0.3894000000000002=1; 0.3919999999999999=1; 0.4134000000000002=1; 0.4148=1; 0.4154=1; 0.4413999999999998=1; 0.455=1; 0.4661999999999999=1; 0.4815999999999998=1; 0.5018000000000002=1; 0.5137999999999998=1; 0.5312000000000001=1; 0.556=1; 0.5956000000000001=1
H1-H6 positives + H7-H16 review	presumed_negative_review	mosaic_proxy_status	193	0	0.0	AVAILABLE=193
H1-H6 positives + H7-H16 review	presumed_negative_review	event_arm_class	193	0	0.0	autosome=176; sex_chromosome=17
H1-H6 positives + H7-H16 review	presumed_negative_review	event_par_class	193	0	0.0	autosome=176; mixed_par_nonpar=4; nonpar=13
H1-H6 positives + H7-H16 review	presumed_negative_review	crosses_centromere	193	0	0.0	0=39; 1=154
H1-H6 positives + H7-H16 review	presumed_negative_review	crosses_par_boundary	193	0	0.0	0=189; 1=4
H1-H6 positives + H7-H16 review	presumed_negative_review	whole_chromosome_fraction	193	0	0.0	0.0125=4; 0.01875=4; 0.0294117647058823=2; 0.03125=1; 0.046875=1; 0.0612244897959183=2; 0.0666666666666666=1; 0.0671641791044776=1; 0.0808823529411764=1; 0.08125=6; 0.087378640776699=1; 0.0897435897435897=4; 0.0915492957746478=1; 0.09375=3; 0.0985915492957746=1; 0.1166666666666666=5; 0.1220930232558139=1; 0.164=2; 0.168=1; 0.1764705882352941=1; 0.1823204419889502=1; 0.2093023255813953=1; 0.2183098591549295=1; 0.2209302325581395=1; 0.236=1; 0.2439024390243902=10; 0.2447916666666666=3; 0.2486187845303867=1; 0.2573529411764705=1; 0.26=1; 0.2676056338028169=3; 0.2720588235294117=7; 0.2857142857142857=9; 0.3166666666666666=10; 0.3205128205128205=5; 0.3275862068965517=1; 0.33125=1; 0.3375=1; 0.3626373626373626=10; 0.3833333333333333=1; 0.3877551020408163=1; 0.390625=1; 0.425414364640884=1; 0.4422110552763819=1; 0.4835164835164835=7; 0.4941860465116279=1; 0.5=7; 0.5226130653266332=1; 0.5333333333333333=9; 0.5510204081632653=4; 0.5882352941176471=2; 0.6=1; 0.6046511627906976=1; 0.6343283582089553=1; 0.6346153846153846=10; 0.6699029126213593=1; 0.6770833333333334=1; 0.6829268292682927=10; 0.7089552238805971=6; 0.7239583333333334=1; 0.7475728155339806=1; 0.7572815533980582=6; 0.759493670886076=1; 0.7931034482758621=3; 0.8055555555555556=3
H1-H6 positives + H7-H16 review	presumed_negative_review	cnvpro_large_segment_tier	193	0	0.0	large_ge10mb=171; large_ge4mb=9; reportable_ge2mb=9; review_ge1mb=4
H1-H6 positives + H7-H16 review	presumed_negative_review	waviness	193	0	0.0	0.0360257428062004=17; 0.0463938778239441=22; 0.0474160155590613=18; 0.0482535493047788=15; 0.0493666533900708=13; 0.0519382302588641=22; 0.0565499378501945=18; 0.0620010051465663=30; 0.0644893758093245=19; 0.064858652180085=19
H1-H6 positives + H7-H16 review	presumed_negative_review	sample_noise_status	193	0	0.0	OK=193
H1-H6 positives + H7-H16 review	presumed_negative_review	cnvpro_like_evidence_status	193	0	0.0	SHADOW_EVIDENCE_ONLY=193
Y1-Y8 locked positives	locked_positive	cnvpro_like_gc_rc_background_status	143	0	0.0	GC_RC_AVAILABLE=143
Y1-Y8 locked positives	locked_positive	dynamic_reference_status	143	0	0.0	OK=143
Y1-Y8 locked positives	locked_positive	matched_negative_source	143	143	1.0	UNKNOWN_BACKGROUND=143
Y1-Y8 locked positives	locked_positive	matched_negative_percentile	143	143	1.0	NA=143
Y1-Y8 locked positives	locked_positive	copy_number_estimate	143	0	0.0	-0.028=1; 0.0456=1; 0.0913999999999999=1; 0.1614=1; 0.3714957440509734=1; 0.3741454514125617=1; 0.5389999999999999=1; 1.6224=1; 1.8382=1; 1.8468=1; 1.886=1; 1.8956=1; 1.8964=1; 1.9=1; 1.913=1; 1.915=1; 1.917=1; 1.9192=1; 1.9346=1; 1.9364=1; 1.9426=1; 1.943=1; 1.9438=1; 1.9512=1; 1.9526=1; 1.9542=1; 1.9544=1; 1.955=1; 1.9574=1; 1.9578=1; 1.9586=1; 1.966=1; 2.0312=1; 2.0334=1; 2.0458=1; 2.0474=1; 2.0484=1; 2.0514=1; 2.0536=1; 2.0588=1; 2.0602=1; 2.061=1; 2.0612=1; 2.0628=1; 2.063=1; 2.0702=1; 2.0708=1; 2.0712=1; 2.0714=1; 2.075=1; 2.0766=1; 2.0776=1; 2.0782=1; 2.0798=1; 2.083=1; 2.0852=1; 2.087=1; 2.0878=1; 2.0908=2; 2.094=1; 2.0944=1; 2.0968=1; 2.0982=1; 2.0992=1; 2.1048=1; 2.1056=1; 2.1074=1; 2.1092=1; 2.1112=1; 2.117=1; 2.1178=1; 2.1216=1; 2.125=1; 2.1276=1; 2.1322=1; 2.1362=1; 2.137=1; 2.145=1; 2.1452=1; 2.1454=1; 2.1514=1; 2.154=1; 2.1596=1; 2.1616=1; 2.1622=1; 2.1624=1; 2.1628=1; 2.1776=1; 2.179=1; 2.1792=1; 2.1824=1; 2.1848=1; 2.1858=1; 2.1894=1; 2.1900727235123965=1; 2.1918=1; 2.196=1; 2.2=1; 2.2082=1; 2.2112=1; 2.225=1; 2.2268=1; 2.2274=1; 2.2384=1; 2.2478=1; 2.249=1; 2.2554=1; 2.2672=1; 2.2674=1; 2.2678=1; 2.2762=1; 2.2776=1; 2.2796=1; 2.2824=1; 2.308=1; 2.3114=1; 2.3206=1; 2.343=1; 2.3436=1; 2.3476=1; 2.376=1; 2.3824=1; 2.3882=1; 2.3916=1; 2.4014=1; 2.404=1; 2.414=1; 2.4272=1; 2.4406=1; 2.4566=1; 2.4628=1; 2.526=1; 2.609=1; 2.628=1; 3.0012=1; 3.0568=1; 3.0762=1; 3.0894=1; 3.1158=1; 3.1216=1; 3.1658=1; 3.1812=1
Y1-Y8 locked positives	locked_positive	sex_adjusted_copy_number	143	0	0.0	-0.028=1; 0.0456=1; 0.0913999999999999=1; 0.1614=1; 0.3714957440509734=1; 0.3741454514125617=1; 0.5389999999999999=1; 1.6224=1; 1.8382=1; 1.8468=1; 1.886=1; 1.8956=1; 1.8964=1; 1.9=1; 1.913=1; 1.915=1; 1.917=1; 1.9192=1; 1.9346=1; 1.9364=1; 1.9426=1; 1.943=1; 1.9438=1; 1.9512=1; 1.9526=1; 1.9542=1; 1.9544=1; 1.955=1; 1.9574=1; 1.9578=1; 1.9586=1; 1.966=1; 2.0312=1; 2.0334=1; 2.0458=1; 2.0474=1; 2.0484=1; 2.0514=1; 2.0536=1; 2.0588=1; 2.0602=1; 2.061=1; 2.0612=1; 2.0628=1; 2.063=1; 2.0702=1; 2.0708=1; 2.0712=1; 2.0714=1; 2.075=1; 2.0766=1; 2.0776=1; 2.0782=1; 2.0798=1; 2.083=1; 2.0852=1; 2.087=1; 2.0878=1; 2.0908=2; 2.094=1; 2.0944=1; 2.0968=1; 2.0982=1; 2.0992=1; 2.1048=1; 2.1056=1; 2.1074=1; 2.1092=1; 2.1112=1; 2.117=1; 2.1178=1; 2.1216=1; 2.125=1; 2.1276=1; 2.1322=1; 2.1362=1; 2.137=1; 2.145=1; 2.1452=1; 2.1454=1; 2.1514=1; 2.154=1; 2.1596=1; 2.1616=1; 2.1622=1; 2.1624=1; 2.1628=1; 2.1776=1; 2.179=1; 2.1792=1; 2.1824=1; 2.1848=1; 2.1858=1; 2.1894=1; 2.1900727235123965=1; 2.1918=1; 2.196=1; 2.2=1; 2.2082=1; 2.2112=1; 2.225=1; 2.2268=1; 2.2274=1; 2.2384=1; 2.2478=1; 2.249=1; 2.2554=1; 2.2672=1; 2.2674=1; 2.2678=1; 2.2762=1; 2.2776=1; 2.2796=1; 2.2824=1; 2.308=1; 2.3114=1; 2.3206=1; 2.343=1; 2.3436=1; 2.3476=1; 2.376=1; 2.3824=1; 2.3882=1; 2.3916=1; 2.4014=1; 2.404=1; 2.414=1; 2.4272=1; 2.4406=1; 2.4566=1; 2.4628=1; 2.526=1; 2.609=1; 2.628=1; 3.0012=1; 3.0568=1; 3.0762=1; 3.0894=1; 3.1158=1; 3.1216=1; 3.1658=1; 3.1812=1
Y1-Y8 locked positives	locked_positive	mosaic_fraction_proxy	143	0	0.0	0.0312000000000001=1; 0.0333999999999998=1; 0.034=1; 0.0414000000000001=1; 0.0422=1; 0.0425999999999999=1; 0.0449999999999999=1; 0.0456=1; 0.0457999999999998=1; 0.0458=1; 0.0474000000000001=2; 0.0484=1; 0.0487999999999999=1; 0.0514000000000001=1; 0.0535999999999998=1; 0.0562=1; 0.0569999999999999=1; 0.0573999999999998=1; 0.0588000000000001=1; 0.0602=1; 0.0609999999999999=1; 0.0611999999999999=1; 0.0628000000000001=1; 0.0630000000000001=1; 0.0636000000000001=1; 0.0653999999999999=1; 0.0701999999999998=1; 0.0708000000000002=1; 0.0712000000000001=1; 0.0714000000000001=1; 0.0750000000000001=1; 0.0766=1; 0.0775999999999998=1; 0.0781999999999998=1; 0.0798000000000001=1; 0.0807999999999997=1; 0.0829999999999999=1; 0.0830000000000001=1; 0.0849999999999999=1; 0.0851999999999999=1; 0.0869999999999999=1; 0.0870000000000001=1; 0.0878000000000001=1; 0.0907999999999997=1; 0.0908000000000002=1; 0.0939999999999998=1; 0.0943999999999998=1; 0.0968=1; 0.0981999999999998=1; 0.0992000000000001=1; 0.1=1; 0.1035999999999999=1; 0.1044=1; 0.1048=1; 0.1055999999999999=1; 0.1074000000000001=1; 0.1091999999999999=1; 0.1112000000000001=1; 0.1140000000000001=1; 0.1169999999999999=1; 0.1177999999999999=1; 0.1215999999999999=1; 0.125=1; 0.1276000000000001=1; 0.1322000000000001=1; 0.1362000000000001=1; 0.1369999999999995=1; 0.145=1; 0.1452=1; 0.1453999999999999=1; 0.1514000000000002=1; 0.1532=1; 0.1539999999999999=1; 0.1596000000000002=1; 0.1615999999999999=1; 0.1617999999999999=1; 0.1621999999999999=1; 0.1623999999999998=1; 0.1627999999999998=1; 0.1775999999999999=1; 0.1789999999999998=1; 0.1791999999999998=1; 0.1823999999999999=1; 0.1848=1; 0.1857999999999999=1; 0.1894=1; 0.1900727235123964=1; 0.1918000000000002=1; 0.1960000000000001=1; 0.2000000000000001=1; 0.2082000000000001=1; 0.2111999999999998=1; 0.2250000000000001=1; 0.2267999999999999=1; 0.2273999999999998=1; 0.2383999999999999=1; 0.2477999999999998=1; 0.2490000000000001=1; 0.2553999999999998=1; 0.2671999999999999=1; 0.2673999999999998=1; 0.2677999999999998=1; 0.2762000000000002=1; 0.2776=1; 0.2795999999999998=1; 0.2824=1; 0.3079999999999998=1; 0.3113999999999999=1; 0.3205999999999998=1; 0.3429999999999999=1; 0.3435999999999999=1; 0.3475999999999999=1; 0.3759999999999999=1; 0.3775999999999999=1; 0.3824000000000001=1; 0.3881999999999999=1; 0.3915999999999999=1; 0.4013999999999997=1; 0.4039999999999999=1; 0.4140000000000001=1; 0.4272=1; 0.4405999999999999=1; 0.4565999999999999=1; 0.4628000000000001=1; 0.5259999999999998=1; 0.609=1; 0.6280000000000001=1; 1.0=15
Y1-Y8 locked positives	locked_positive	mosaic_proxy_status	143	0	0.0	AVAILABLE=143
Y1-Y8 locked positives	locked_positive	event_arm_class	143	0	0.0	autosome=137; sex_chromosome=6
Y1-Y8 locked positives	locked_positive	event_par_class	143	0	0.0	autosome=137; mixed_par_nonpar=2; nonpar=4
Y1-Y8 locked positives	locked_positive	crosses_centromere	143	0	0.0	0=32; 1=111
Y1-Y8 locked positives	locked_positive	crosses_par_boundary	143	0	0.0	0=141; 1=2
Y1-Y8 locked positives	locked_positive	whole_chromosome_fraction	143	0	0.0	0.0104166666666666=1; 0.0125=3; 0.01875=1; 0.0260416666666666=2; 0.032=1; 0.0388349514563106=1; 0.0485436893203883=1; 0.0497237569060773=1; 0.0612244897959183=2; 0.06875=1; 0.075=1; 0.08125=1; 0.0872093023255814=1; 0.0875=1; 0.0884353741496598=1; 0.0897435897435897=1; 0.0952380952380952=1; 0.1166666666666666=3; 0.1551724137931034=1; 0.1567164179104477=1; 0.1666666666666666=1; 0.176=1; 0.1772151898734177=1; 0.2=1; 0.224=1; 0.236=1; 0.2430939226519337=1; 0.2439024390243902=6; 0.2447916666666666=2; 0.2676056338028169=2; 0.2720588235294117=3; 0.2857142857142857=3; 0.2967032967032967=1; 0.3166666666666666=2; 0.3333333333333333=1; 0.3375=1; 0.3430232558139535=1; 0.34375=1; 0.35=4; 0.3516483516483517=4; 0.3525641025641026=1; 0.35625=1; 0.3626373626373626=3; 0.4472361809045226=1; 0.4835164835164835=7; 0.5=6; 0.5226130653266332=2; 0.5333333333333333=8; 0.5510204081632653=5; 0.6=1; 0.6025641025641025=1; 0.6046511627906976=1; 0.60625=2; 0.6065573770491803=1; 0.627906976744186=2; 0.6346153846153846=5; 0.6379310344827587=1; 0.673469387755102=2; 0.6740331491712708=1; 0.6829268292682927=7; 0.6875=1; 0.7089552238805971=2; 0.7237569060773481=4; 0.7239583333333334=3; 0.7572815533980582=1; 0.759493670886076=3; 0.7777777777777778=1; 0.7931034482758621=1; 0.8055555555555556=2; 0.8103448275862069=3
Y1-Y8 locked positives	locked_positive	cnvpro_large_segment_tier	143	0	0.0	large_ge10mb=126; large_ge4mb=9; reportable_ge2mb=4; review_ge1mb=4
Y1-Y8 locked positives	locked_positive	waviness	143	0	0.0	0.0370712819011049=15; 0.038934668788061=9; 0.0397627111797906=17; 0.0430610563995213=19; 0.0452180605052296=15; 0.047507939620669=25; 0.062463616013945=22; 0.0692649071951402=21
Y1-Y8 locked positives	locked_positive	sample_noise_status	143	0	0.0	OK=143
Y1-Y8 locked positives	locked_positive	cnvpro_like_evidence_status	143	0	0.0	SHADOW_EVIDENCE_ONLY=143
